seed,best_avg_reward,final_avg_reward,tail_iqm_avg_reward,convergence_episode,total_episodes
42,497.52,333.2,406.2189137380192,,2500
43,490.35,355.27,349.07220447284345,,2500
44,500.0,431.41,374.02971246006393,,2500
45,500.0,420.59,412.1508626198083,,2500
46,500.0,457.61,368.9501277955272,,2500
47,496.2,409.44,421.2230031948881,,2500
48,500.0,334.04,356.3078913738019,,2500
49,500.0,377.44,441.9736741214058,,2500
50,478.33,158.07,210.28942492012777,,2500
51,497.83,185.56,357.86450479233224,,2500
