seed,best_avg_reward,final_avg_reward,tail_iqm_avg_reward,convergence_episode,total_episodes
42,497.18,477.99,478.67396825396827,1352,1500
43,463.11,462.25,386.83920634920634,,1500
44,500.0,414.91,300.48015873015873,,1500
45,495.22,480.95,441.6080423280423,1483,1500
46,500.0,466.26,478.3289947089947,,1500
47,500.0,278.57,370.01174603174604,,1500
48,500.0,490.27,491.9014814814815,1450,1500
49,363.64,149.09,297.8137037037037,,1500
50,495.3,421.17,373.75026455026455,,1500
51,493.17,484.38,439.13460317460317,1478,1500
52,497.38,492.06,393.6910582010582,1464,1500
53,474.44,432.0,411.869417989418,,1500
54,491.19,205.64,262.09661375661375,,1500
55,499.39,471.93,425.83148148148143,,1500
56,494.76,363.17,277.9830687830688,,1500
57,470.72,465.57,425.1442328042328,,1500
58,500.0,39.47,440.609417989418,,1500
59,500.0,12.77,68.75873015873016,,1500
60,486.44,452.49,434.64021164021165,,1500
61,500.0,377.04,490.19873015873014,,1500
